docid,url,wiki_topic1,wiki_topic2,wiki_topic3,wiki_topic4,other,title,year
313241,http://tarski.cs-i.brandeis.edu:8181/data/313241/pdf.pdf,Nuclear_weapons_testing,Nevada_Test_Site,Radiation_exposure,Operation_Charioteer,,"operations Charioteer, Musketeer, Touchstone, Cornerstone, Aqueduct, Sculpin and Julin",1999
331404,http://tarski.cs-i.brandeis.edu:8181/data/331404/pdf.pdf,Operation_Dominic,Gamma_ray,Mushroom_cloud,,,"operation Dominic, fish bowl series project operator's report - project 6.2 Gamma-ray scanning of debris cloud",1964
297823,http://tarski.cs-i.brandeis.edu:8181/data/297823/pdf.pdf,Aceh,Tsunami,Social_constructionism,,,"a window of opportunity for Aceh, Indonesia post-tsunami: historic continuity, current points of interest, and a pattern Output of the cultural simulation model",
806,http://tarski.cs-i.brandeis.edu:8181/data/806/pdf.pdf,Neutron,BREN_Tower,Nuclear_weapons_testing,,,neutron-field and induced-activity measurements - operation Bren,1965
19426,http://tarski.cs-i.brandeis.edu:8181/data/19426/pdf.pdf,Bremsstrahlung,Plasma_diagnostics,Cathode_ray,,,applicability of absorber-ratio methods to beam-plasma systems,1974
307122,http://tarski.cs-i.brandeis.edu:8181/data/307122/pdf.pdf,Chemical_laser,Gas-phase_ion_chemistry,Ruby_laser,,,chemical laser reactions cross-section measurements,1974
220,http://tarski.cs-i.brandeis.edu:8181/data/220/pdf.pdf,Area_postrema,Cauterization,Animal_testing,,,preparation and care of the area postrema-lesioned cat,1989
27150,http://tarski.cs-i.brandeis.edu:8181/data/27150/pdf.pdf,Heterodyne,Adaptive_optics,Turbulence,,,optical heterodyne detection of an atmospherically distorted signal wave front,1999
3548,http://tarski.cs-i.brandeis.edu:8181/data/3548/pdf.pdf,Space-based_radar,Scintillation_(radar),Absorption_(electromagnetic_radiation),,,propagation effects in space-based surveillance systems,1982
1413,http://tarski.cs-i.brandeis.edu:8181/data/1413/pdf.pdf,Plasma_(physics),Equation_of_state,Opacity_(optics),,,a study of equations of state/opacity of ionized gases,1971
2257,http://tarski.cs-i.brandeis.edu:8181/data/2257/pdf.pdf,Cathode_ray,Phenol,Magnetic_field,Ablation,,electron beam conditioning of carbon phenolic ablator surface,1978
261975,http://tarski.cs-i.brandeis.edu:8181/data/261975/pdf.pdf,Grumman_F-14_Tomcat,Scale_model,Air_Force_Research_Laboratory,,,"F-14 scale model measurements part I, external response",1983
9476,http://tarski.cs-i.brandeis.edu:8181/data/9476/pdf.pdf,Radiation,Nuclear_fallout_effects_on_an_ecosystem,Salmon,Salmon_Site,,project dribble - salmon event ground-water safety,1965
11969,http://tarski.cs-i.brandeis.edu:8181/data/11969/pdf.pdf,Operation_Teapot,Nuclear_weapons_testing,Data_storage,,,operation Teapot Nevada test site project 35.5 effects of a nuclear explosion on records and record storage equipment,1958
161709,http://tarski.cs-i.brandeis.edu:8181/data/161709/pdf.pdf,Operation_Fulcrum,Radiation_protection,Particle_detector,,,operation Fulcrum onsite radiological safety report October 1976 through September 1977,1978
31346,http://tarski.cs-i.brandeis.edu:8181/data/31346/pdf.pdf,Nuclear_explosion,Simulation,Seismology,,,high frequency seismic source characteristics of cavity decoupled underground nuclear explosions,1988
282846,http://tarski.cs-i.brandeis.edu:8181/data/282846/pdf.pdf,Neutron_scattering,Neutron_detection,,,,inelastic neutron scattering cross sections in several elements with 15 MEV neutrons,1967
2590,http://tarski.cs-i.brandeis.edu:8181/data/2590/pdf.pdf,Radiation_hardening,Maxwell's_equations,Compton_scattering,,,the arbitrary body of revolution code (ABORC) for SGEMP/IEMP,1976
23675,http://tarski.cs-i.brandeis.edu:8181/data/23675/pdf.pdf,Wire_bonding,Integrated_circuit,,,,"wire-bond electrical connections: testing, fabrication and degradation -- a bibliography 1957-1971",1972
169,http://tarski.cs-i.brandeis.edu:8181/data/169/pdf.pdf,Prostaglandin,Eicosanoid,Mast_cell,Secretion,,synthesis of prostaglandins and eicosanoids by the mast cell secretory glandule,1988
828,http://tarski.cs-i.brandeis.edu:8181/data/828/pdf.pdf,Radioactive_decay,Aerial_survey,,,,aeroradioactivity survey and areal geology of parts of Ohio and Indiana (ARMS-I) ,1966
162489,http://tarski.cs-i.brandeis.edu:8181/data/162489/pdf.pdf,Ceramic,Polycrystalline_silicon,Acoustic_emission,,,acoustic emission from polycrystalline ceramics,1972
40030,http://tarski.cs-i.brandeis.edu:8181/data/40030/pdf.pdf,Ionization,Shock_wave,Shock_tube,,,study of the initial ionization process in a strong shock wave,1968
1772,http://tarski.cs-i.brandeis.edu:8181/data/1772/pdf.pdf,Atmospheric_focusing,Animal_testing,Atmospheric_pressure,,,the effects of ambient pressure on the tolerance of mice to air blast,1964
140,http://tarski.cs-i.brandeis.edu:8181/data/140/pdf.pdf,Eicosanoid,Radiation_protection,Radiosensitizer,,,a paradoxical role for eicosanoids: radioprotectants and radiosensitizers,1998
4388,http://tarski.cs-i.brandeis.edu:8181/data/4388/pdf.pdf,Bar_(unit),Manganin,Particle_velocity,Kapton,,stress gage system for the megabar range (U),1974
130040,http://tarski.cs-i.brandeis.edu:8181/data/130040/pdf.pdf,Microprocessor,Intel_8080,Radiation_hardening,,,radiation hardened microprocessor,1979
124810,http://tarski.cs-i.brandeis.edu:8181/data/124810/pdf.pdf,Quantum_mechanics,Dissociative_recombination,Diatomic_molecule,,,theoretical study of dissociative-recombination kinetics,1974
132410,http://tarski.cs-i.brandeis.edu:8181/data/132410/pdf.pdf,Electromagnetic_pulse,Wave_propagation,Ionosphere,,,an experimental study of the nonlinear propagation of an electromagnetic pulse through the ionosphere,1976
28393,http://tarski.cs-i.brandeis.edu:8181/data/28393/pdf.pdf,Climate,Global_warming,Climate_model,,,the climatic effects of large injections of atmospheric smoke and dust: a study of climate feedback mechanisms with one- and three-dimensional climate models,1985
146402,http://tarski.cs-i.brandeis.edu:8181/data/146402/pdf.pdf,Thermal_radiation,Naval_aviation,Nuclear_weapons_testing,Operation_Redwing,,"measurement of thermal radiation incident on naval aircraft in flight in operations Redwing, Plumbbob, and Hardtack",1959
326,http://tarski.cs-i.brandeis.edu:8181/data/326/pdf.pdf,Vomiting,Radiation,5-HT3_receptor,,,is all radiation-induced emesis ameliorated by 5-HT3 receptor antagonists?,1992
23297,http://tarski.cs-i.brandeis.edu:8181/data/23297/pdf.pdf,Biometrics,Acute_radiation_syndrome,Animal_testing,,,biometrical analysis of biomedical response data,1972
4569,http://tarski.cs-i.brandeis.edu:8181/data/4569/pdf.pdf,Porous_medium,Cathode_ray,Beryllium,,,characterization of the dynamic behavior of porous solids Volume 4 - electron beam studies of porous beryllium and porous ceramics,1976
22740,http://tarski.cs-i.brandeis.edu:8181/data/22740/pdf.pdf,Radioactive_decay,Underground_nuclear_weapons_testing,Radioactive_contamination,,,"summary information on accidental releases of radioactivity to the atmosphere from underground nuclear detonations designed for containment August 5, 1963 - June 30, 1971",1971
21173,http://tarski.cs-i.brandeis.edu:8181/data/21173/pdf.pdf,Electromagnetic_pulse,High-altitude_platform_station,Gamma_ray,,,"electromagnetic pulse enviroment studies Volume II Late-time, high-altitude electromagnetic pulse code development",1974
36808,http://tarski.cs-i.brandeis.edu:8181/data/36808/pdf.pdf,Microwave,Modulation,Cathode_ray,,,modulation of an intense beam by an external microwave source -- theory and simulation,1987
12475,http://tarski.cs-i.brandeis.edu:8181/data/12475/pdf.pdf,Operation_Dominic,Neutron_flux,Nuclear_weapons_testing,,,"operation Dominic, fish bowl series project officer's report  - project 2.1 External neutron flux measurements",1963
323396,http://tarski.cs-i.brandeis.edu:8181/data/323396/pdf.pdf,Mathematical_model,Electromagnetic_pulse,Simulation,,,theoretical studies of SGEMP field generation,1974
321061,http://tarski.cs-i.brandeis.edu:8181/data/321061/pdf.pdf,Ion,Langmuir_probe,Ionosphere,,,positive ion densities from a rocket borne hemispherical langmuir probe: 40 to 100 km.,1970
11737,http://tarski.cs-i.brandeis.edu:8181/data/11737/pdf.pdf,Operation_Hardtack_II,Nuclear_weapons_testing,Structural_analysis,,,operation Hardtack project 34.1 Physical damage survey of AEC test structures,1962
5300,http://tarski.cs-i.brandeis.edu:8181/data/5300/pdf.pdf,Grout,Borehole,Strong_ground_motion,,,recovery of mill race ground motion canisters and examination of canister emplacement,1983
312319,http://tarski.cs-i.brandeis.edu:8181/data/312319/pdf.pdf,Thermonuclear_weapon,Nuclear_weapon,,,,multimegaton weapons the largest nuclear weapons,2005
31566,http://tarski.cs-i.brandeis.edu:8181/data/31566/pdf.pdf,Radioactive_decay,Denmark,Environmental_monitoring,,marine radioactivity,environmental radioactivity in Denmark in 1986,1988
1609,http://tarski.cs-i.brandeis.edu:8181/data/1609/pdf.pdf,Electromagnetic_spectrum,Gamma_ray,Nuclear_weapon,,,initial radiation spectra definition,1967
7268,http://tarski.cs-i.brandeis.edu:8181/data/7268/pdf.pdf,Nuclear_weapons_testing,Explosion_crater,Digging,,,project dugout: apparent crater studies,1965
38318,http://tarski.cs-i.brandeis.edu:8181/data/38318/pdf.pdf,Sarin,2002_Winter_Olympics,Romania,,,DTRA connection (periodical),2002
6237,http://tarski.cs-i.brandeis.edu:8181/data/6237/pdf.pdf,Survivability,Confidence,Probability_theory,System_testing,,the meaning and utility of confidence,1992
11712,http://tarski.cs-i.brandeis.edu:8181/data/11712/pdf.pdf,Operation_Upshot–Knothole,Nuclear_weapons_testing,Truss,Explosion_protection,,operation upshot-knothole: tests on the loading of truss systems common to open-framed structures,1953
30913,http://tarski.cs-i.brandeis.edu:8181/data/30913/pdf.pdf,Concrete_degradation,Modified_compression_field_theory,Reinforced_concrete,Mixture_theory,,development of advanced constitutive models for plain and reinforced concrete,1987
355,http://tarski.cs-i.brandeis.edu:8181/data/355/pdf.pdf,Radical_(chemistry),DNA,Ionizing_radiation,Radiobiology,,free-radical yields in proton irradiation of oriented DNA: relationship to energy transfer along DNA chains,1993
29173,http://tarski.cs-i.brandeis.edu:8181/data/29173/pdf.pdf,Shock_wave,Wave_propagation,Blast_wave,,,the propagation of shock waves,1956
18519,http://tarski.cs-i.brandeis.edu:8181/data/18519/pdf.pdf,Operation_Roller_Coaster,Nuclear_weapons_testing,Plutonium_in_the_environment,,,plan for action for initiating operation roller coaster,1963
1296,http://tarski.cs-i.brandeis.edu:8181/data/1296/pdf.pdf,Cardiac_output,Evans_Blue_(dye),Bleeding,,,a comparison of the radiocardiogram and evans blue dye dilution cardiac output methods,1959
32593,http://tarski.cs-i.brandeis.edu:8181/data/32593/pdf.pdf,Projectile,Penetration_(weaponry),Soil_mechanics,Terradynamics,,predictions of projectile penetration phenomena and comparison with experiments in a soil medium,1975
32338,http://tarski.cs-i.brandeis.edu:8181/data/32338/pdf.pdf,Electromagnetic_pulse,Animal_testing,Dog,,,tests of biological integrity in dogs exposed to an electromagnetic pulse environment,1978
197,http://tarski.cs-i.brandeis.edu:8181/data/197/pdf.pdf,Alanine,Theophylline,Animal_testing,Rabbit,,gamma radiation affects active electrolyte transport,1989
362,http://tarski.cs-i.brandeis.edu:8181/data/362/pdf.pdf,Nitric_oxide,Superoxide,Hydroxyl_radical,Spin_trapping,,reactions of active oxygen and nitrogen species studied by epr and spin trapping,1993
12682,http://tarski.cs-i.brandeis.edu:8181/data/12682/pdf.pdf,Operation_Hardtack_II,Atmosphere_of_Earth,Nuclear_weapons_testing,,,"operation hardtack: temperature, density, pressure of upper atmosphere during a very-high-altitude nuclear detonation",1958
18179,http://tarski.cs-i.brandeis.edu:8181/data/all/18179.pdf,Radiative_transfer,Neutron,Gamma_ray,,,"a review of calculations of radiation transport in air: theory, techniques, and computer code",1971
14099,http://tarski.cs-i.brandeis.edu:8181/data/all/14099.pdf,Radiation,Radiation_damage,System_testing,,,first european conference on radiation and its effects on devices and systems,1991
10597,http://tarski.cs-i.brandeis.edu:8181/data/all/10597.pdf,Operation_Hardtack_II,Nuclear_weapons_testing,Seismic_analysis,,,operation hardtack: ground motion produced by nuclear detonations,1958
16821,http://tarski.cs-i.brandeis.edu:8181/data/all/16821.pdf,Nuclear_weapons_testing,Atmosphere_of_Earth,Acoustic_wave,,,atmospheric propagations from a nuclear explosion,1962
20834,http://tarski.cs-i.brandeis.edu:8181/data/all/20834.pdf,Insulator_(electricity),Capacitor,Radiation,,,"radiation effects design handbook, section 3. electrical insulating materials and capacitors",1971
3585,http://tarski.cs-i.brandeis.edu:8181/data/all/3585.pdf,Barium,Scintillation_(physics),Communications_satellite,Wave_propagation,Position Location and Communication Effects Simulations,PLACES aircraft experiment test results,1982
263151,http://tarski.cs-i.brandeis.edu:8181/data/all/263151.pdf,Rocket_sled,Holloman_High_Speed_Test_Track,Ballistic_missile,,,test plan for improving guidance sled test capabilities,1972
18120,http://tarski.cs-i.brandeis.edu:8181/data/all/18120.pdf,Electromagnetic_pulse,Compton_scattering,Electric_field,Steel_building,,EMP protection for emergency operating centers,1972
162742,http://tarski.cs-i.brandeis.edu:8181/data/all/162742.pdf,Mach_reflection,Shock_wave,Shock_tube,Oscilloscope,,pressure and temperature on the wedge surface for mach reflection of strong shock waves,1970
28866,http://tarski.cs-i.brandeis.edu:8181/data/all/28866.pdf,Pinophyta,Fire,Mathematical_model,,,crown fires: final report,1982
139803,http://tarski.cs-i.brandeis.edu:8181/data/all/139803.pdf,Atmosphere_of_Earth,Atmospheric_circulation,Radioactive_contamination,Nuclear_fallout,,the role of general circulation of the atmosphere in radioactive debris transport,1972
161913,http://tarski.cs-i.brandeis.edu:8181/data/all/161913.pdf,Remote_sensing,Image_analysis,Rock_mass_classification,Nuclear_weapons_testing,,lateral variations in geologic structure and tectonic setting from remote sensing data,1983
2541,http://tarski.cs-i.brandeis.edu:8181/data/all/2541.pdf,Electromagnetic_pulse,Compton_scattering,Particle-in-cell,Maxwell's_equations,,user's manual for the dynacyl IEMP air pressure effects computer code,1976
13948,http://tarski.cs-i.brandeis.edu:8181/data/all/13948.pdf,Basalt,Geology,Physical_geography,Bed_(geology),,project buggy: preshot geologic and engineering properties investigations,1969
4610,http://tarski.cs-i.brandeis.edu:8181/data/all/4610.pdf,Integrator,Piezoelectricity,Accelerometer,Velocity,,electrical integration circuits for use with PZ accelerometers for field measurements of velocity,1976
322043,http://tarski.cs-i.brandeis.edu:8181/data/all/322043.pdf,Markov_chain,Ion,Neutralization_(chemistry),Nitrogen,,theoretical studies of atomic transitions and interatomic interactions,1971
7010,http://tarski.cs-i.brandeis.edu:8181/data/all/7010.pdf,Nuclear_weapons_testing,Operation_Nougat,Operation_Latchkey,Nevada_Test_Site,,"operations Nougat, Flintlock, Latchkey, Bowline, and Emery",1972
28339,http://tarski.cs-i.brandeis.edu:8181/data/all/28339.pdf,Nuclear_weapons_testing,Nevada_Test_Site,Dolomite_(rock),Bed_(geology),,phenomenology of contained nuclear explosions,1959
19157,http://tarski.cs-i.brandeis.edu:8181/data/all/19157.pdf,Mathematical_model,P–n_junction,Semiconductor,Radiation_sensitivity,,mathematical modeling and sensitivity analysis of radiation effects on semiconductor junctions,1970
5215,http://tarski.cs-i.brandeis.edu:8181/data/all/5215.pdf,Oscilloscope,Underground_nuclear_weapons_testing,Data_recovery,,,7912AD programmer digitizer evaluation,1986
126020,http://tarski.cs-i.brandeis.edu:8181/data/all/126020.pdf,Defense_Threat_Reduction_Agency,Iraq_War,,,,DTRA connection (periodical),August 2004
4812,http://tarski.cs-i.brandeis.edu:8181/data/all/4812.pdf,Incoherent_scatter,Ionosphere,Electron_density,Sondrestrom_Upper_Atmospheric_Research_Facility,,hiris experiment - chatanika radar results ,1977
32441,http://tarski.cs-i.brandeis.edu:8181/data/all/32441.pdf,Combustion,Explosion,Explosive,TNT,,fireball and shockwave anomalies observed in chemical explosions,1972
1540,http://tarski.cs-i.brandeis.edu:8181/data/all/1540.pdf,Explosion,Shock_wave,Detonation,,,the origin of shockwaves from spherical condensed explosions in air Part 3 The first three stages of explosion at ambient conditions,1964
263107,http://tarski.cs-i.brandeis.edu:8181/data/all/263107.pdf,Operation_Dominic,Nuclear_weapons_testing,Bhangmeter,,,Dominic - Bluestone fireball yield photography and calculations Preliminary report,1962
309805,http://tarski.cs-i.brandeis.edu:8181/data/all/309805.pdf,Nuclear_weapons_testing,Nevada_Test_Site,Nuclear_weapon,,,announced united states nuclear tests July 1945 through December 1989,1990
9177,http://tarski.cs-i.brandeis.edu:8181/data/all/9177.pdf,Soil_structure_interaction,Structural_vulnerability,Weapon_testing,Computer_simulation,,calculations of three test problems by the 3-D tranal code,1976
3223,http://tarski.cs-i.brandeis.edu:8181/data/all/3223.pdf,Rayleigh–Taylor_instability,Magnetohydrodynamics,Flow_visualization,Plasma_(physics),,hele-shaw cell experiments for simulation of structures in high-altitude plasmas,1980
31320,http://tarski.cs-i.brandeis.edu:8181/data/all/31320.pdf,Spectroscopy,Laser,Solid-state_laser,Nonlinear_optics,,bibiliography of soviet laser developments,1987
311933,http://tarski.cs-i.brandeis.edu:8181/data/all/311933.pdf,High-altitude_nuclear_explosion,Electric_flux,Operation_Fishbowl,,,measurements of artificially injected electrons from satellite 1962 beta kappa,1963
32334,http://tarski.cs-i.brandeis.edu:8181/data/all/32334.pdf,Van_Allen_radiation_belt,High-altitude_nuclear_explosion,Injun_(satellite),Telstar,,"the artificial radiation belt made on July 9, 1962",1963
36812,http://tarski.cs-i.brandeis.edu:8181/data/all/36812.pdf,Laser,Photoelectrochemical_process,Plasma_oscillation,,,phenonema at a focus in a laser system,1987
2291,http://tarski.cs-i.brandeis.edu:8181/data/all/2291.pdf,Shock_(mechanics),Wave_propagation,Computer_simulation,,,airblast experiments for the m-x spur,1978
8462,http://tarski.cs-i.brandeis.edu:8181/data/all/8462.pdf,Operation_Dominic,Nuclear_weapons_testing,Refraction,Operation_Fishbowl,Attenuation,"operation Dominic, Fish bowl series Project operator's report - Project 6.1 Fireball attenuation and refraction",1965
28065,http://tarski.cs-i.brandeis.edu:8181/data/all/28065.pdf,Climate_change,Oxygen-18,Camp_Century,Ice_core,,interpretation of our present terrestrial climatic record,1987
30738,http://tarski.cs-i.brandeis.edu:8181/data/all/30738.pdf,Nuclear_weapons_testing,UUM-125_Sea_Lance,Shock_wave,Wave_propagation,,shock strength versus range from underwater nuclear explosions,1987
4210,http://tarski.cs-i.brandeis.edu:8181/data/all/4210.pdf,Irradiation,Central_nervous_system,Radiobiology,Radiation_therapy,,"effects of central nervous system irradiation of human performance, blood pressure and emotional state",1972
22371,http://tarski.cs-i.brandeis.edu:8181/data/all/22371.pdf,Satellite,Magnetometer,Orientation_(geometry),,Combined Release and Radiation Effects Satellite,calculation and modeling of the attitude for the combined release and radiation effects satellite,1991
31229,http://tarski.cs-i.brandeis.edu:8181/data/all/31229.pdf,Seismogram,Explosion,Mantle_(geology),Seismic_wave,,discrimination studies using short-period P waves at upper mantle distances,1988
27976,http://tarski.cs-i.brandeis.edu:8181/data/all/27976.pdf,Nuclear_winter,Nuclear_warfare,Pre-emptive_nuclear_strike,Mutual_assured_destruction,,"Foreign Affairs, Summer 1985 (periodical)",1985
45011,http://tarski.cs-i.brandeis.edu:8181/data/all/45011.pdf,Reaction_rate_constant,Ionization,Uranium,Uranium_dioxide,,reactions of UO+ with atmospheric gases,1977
310961,http://tarski.cs-i.brandeis.edu:8181/data/all/310961.pdf,Defense_Threat_Reduction_Agency,,,,,history of the defense threat reduction information analysis center,
34898,http://tarski.cs-i.brandeis.edu:8181/data/all/34898.pdf,Shock_wave,Pressure_measurement,Explosion,Nuclear_weapons_testing,,mabs monograph airblast instrumentation 1943-1993,1995
12378,http://tarski.cs-i.brandeis.edu:8181/data/all/12378.pdf,Operation_Teapot,Gamma_ray,Nevada_Test_Site,,,operation Teapot gamma radiation as a function of distance Project 13.3a,1955
4891,http://tarski.cs-i.brandeis.edu:8181/data/all/4891.pdf,Reinforced_concrete,Bunker,Structural_load,,,critical loads for reinforced concrete bunkers,1977
8754,http://tarski.cs-i.brandeis.edu:8181/data/all/8754.pdf,Nevada_Test_Site,Nuclear_weapons_testing,Weapon_testing,Microbarometer,Atmospheric_pressure,project Danny Boy Nevada test site long range air-blast measurements and interpretations,1962
129571,http://tarski.cs-i.brandeis.edu:8181/data/all/129571.pdf,Computer_simulation,Radiation,UNIVAC,System_testing,,damage analysis of local operating systems,1979
